N,GPU_SIEVE,CPU_SIEVE,CPU_CLASSIC
55380,0.000011,0.000835,0.152698
55390,0.000018,0.000979,0.150190
55400,0.000012,0.001089,0.156107
55410,0.000012,0.000829,0.182383
55420,0.000013,0.000868,0.154126
55430,0.000013,0.000925,0.152906
55440,0.000014,0.000854,0.155014
55450,0.000014,0.000802,0.153286
55460,0.000013,0.001073,0.152961
55470,0.000013,0.000777,0.156270
55480,0.000013,0.000865,0.154604
55490,0.000014,0.000852,0.152835
55500,0.000011,0.000852,0.152914
55510,0.000010,0.000802,0.151471
55520,0.000014,0.000888,0.151387
55530,0.000033,0.000862,0.154145
55540,0.000015,0.000913,0.153370
55550,0.000014,0.000831,0.158484
55560,0.000030,0.000862,0.155185
55570,0.000014,0.001139,0.151410
55580,0.000014,0.001027,0.149435
55590,0.000010,0.000844,0.155856
55600,0.000038,0.000857,0.154445
55610,0.000013,0.000831,0.155158
55620,0.000013,0.000796,0.159306
55630,0.000014,0.000797,0.151847
55640,0.000013,0.001029,0.153214
55650,0.000013,0.000968,0.156394
55660,0.000010,0.000829,0.156371
55670,0.000012,0.000835,0.155418
55680,0.000027,0.000815,0.155361
55690,0.000012,0.000839,0.150435
55700,0.000011,0.001025,0.151689
55710,0.000013,0.000895,0.187418
55720,0.000013,0.000876,0.156046
55730,0.000014,0.000813,0.159426
55740,0.000013,0.000830,0.159497
55750,0.000019,0.001005,0.155981
55760,0.000014,0.000830,0.151333
55770,0.000013,0.000805,0.192085
55780,0.000017,0.001177,0.153657
55790,0.000013,0.000809,0.154568
55800,0.000012,0.000807,0.158473
55810,0.000020,0.000889,0.156889
55820,0.000025,0.001086,0.153950
55830,0.000012,0.000893,0.150459
55840,0.000017,0.000830,0.156965
55850,0.000013,0.000837,0.156813
55860,0.000024,0.000879,0.155231
55870,0.000013,0.000882,0.157851
55880,0.000014,0.000863,0.155353
55890,0.000014,0.000846,0.155270
55900,0.000014,0.000851,0.155160
55910,0.000014,0.000914,0.157365
55920,0.000013,0.000975,0.153863
55930,0.000025,0.000872,0.155906
55940,0.000014,0.001075,0.155588
55950,0.000010,0.000878,0.153438
55960,0.000031,0.000868,0.153210
55970,0.000012,0.000851,0.167165
55980,0.000013,0.000841,0.160585
55990,0.000012,0.000870,0.179387
56000,0.000014,0.000786,0.155911
56010,0.000030,0.000984,0.153975
56020,0.000029,0.000882,0.155684
56030,0.000013,0.001283,0.153126
56040,0.000014,0.000850,0.156753
56050,0.000029,0.000868,0.160022
56060,0.000013,0.000808,0.156659
56070,0.000015,0.000852,0.155195
56080,0.000026,0.000924,0.154704
56090,0.000013,0.000840,0.152655
56100,0.000014,0.001283,0.156020
56110,0.000031,0.000820,0.156054
56120,0.000024,0.000859,0.156243
56130,0.000013,0.000813,0.169097
56140,0.000014,0.000842,0.159426
56150,0.000032,0.000827,0.153214
56160,0.000013,0.000860,0.159891
56170,0.000013,0.000937,0.156663
56180,0.000013,0.000906,0.160033
56190,0.000024,0.000920,0.156930
56200,0.000013,0.000857,0.157283
56210,0.000012,0.000905,0.157884
56220,0.000013,0.000854,0.153102
56230,0.000014,0.000852,0.159490
56240,0.000013,0.000818,0.157817
56250,0.000013,0.001076,0.157078
56260,0.000011,0.000936,0.156084
56270,0.000013,0.000883,0.157109
56280,0.000014,0.000878,0.153777
56290,0.000015,0.000986,0.153832
56300,0.000031,0.001189,0.160415
56310,0.000012,0.000911,0.186264
56320,0.000012,0.001002,0.157582
56330,0.000013,0.001026,0.156717
56340,0.000015,0.000927,0.157081
56350,0.000011,0.000874,0.158998
56360,0.000027,0.000921,0.157298
56370,0.000014,0.000861,0.152736
56380,0.000013,0.000872,0.160561
56390,0.000026,0.000949,0.158165
56400,0.000013,0.000848,0.158035
56410,0.000012,0.001076,0.174996
56420,0.000012,0.000927,0.159103
56430,0.000024,0.000887,0.157996
56440,0.000014,0.000836,0.156208
56450,0.000014,0.000932,0.155712
56460,0.000013,0.000888,0.161612
56470,0.000012,0.000846,0.156468
56480,0.000013,0.000886,0.157009
56490,0.000013,0.000922,0.159170
56500,0.000040,0.000845,0.168384
56510,0.000015,0.000908,0.158136
56520,0.000016,0.000872,0.156574
56530,0.000012,0.001209,0.156377
56540,0.000012,0.000918,0.159370
56550,0.000013,0.000840,0.158881
56560,0.000014,0.000954,0.156216
56570,0.000014,0.000881,0.160189
56580,0.000017,0.000960,0.152868
56590,0.000012,0.000828,0.157060
56600,0.000029,0.000838,0.159281
56610,0.000014,0.000811,0.162368
56620,0.000022,0.000880,0.165225
56630,0.000010,0.000861,0.157289
56640,0.000013,0.001060,0.157923
56650,0.000013,0.000837,0.155460
56660,0.000012,0.000824,0.155315
56670,0.000024,0.000888,0.160780
56680,0.000014,0.000967,0.159696
56690,0.000044,0.000884,0.181804
56700,0.000014,0.000822,0.183372
56710,0.000012,0.000867,0.170650
56720,0.000013,0.000895,0.175110
56730,0.000013,0.000921,0.160320
56740,0.000033,0.000862,0.158896
56750,0.000012,0.000855,0.156714
56760,0.000016,0.000886,0.158462
56770,0.000011,0.000885,0.160357
56780,0.000012,0.000976,0.161962
56790,0.000011,0.000895,0.158855
56800,0.000024,0.000868,0.172553
56810,0.000013,0.001099,0.161192
56820,0.000013,0.000839,0.158460
56830,0.000012,0.000909,0.157118
56840,0.000013,0.000862,0.159216
56850,0.000014,0.000897,0.165301
56860,0.000043,0.000858,0.172751
56870,0.000013,0.000866,0.158864
56880,0.000013,0.001058,0.162261
56890,0.000012,0.001133,0.159166
56900,0.000020,0.001006,0.158874
56910,0.000032,0.001028,0.155271
56920,0.000017,0.000863,0.157998
56930,0.000013,0.000890,0.159692
56940,0.000010,0.000914,0.166607
56950,0.000013,0.000956,0.157572
56960,0.000013,0.000890,0.162966
56970,0.000026,0.001004,0.159327
56980,0.000013,0.000899,0.158393
56990,0.000024,0.000897,0.157977
57000,0.000012,0.000880,0.164369
57010,0.000014,0.000872,0.163677
57020,0.000013,0.000864,0.167435
57030,0.000024,0.000861,0.158545
57040,0.000013,0.000954,0.162221
57050,0.000029,0.000821,0.159455
57060,0.000029,0.000920,0.158304
57070,0.000014,0.000870,0.156915
57080,0.000014,0.000842,0.156855
57090,0.000010,0.000939,0.160336
57100,0.000013,0.000863,0.161746
57110,0.000012,0.000905,0.160874
57120,0.000015,0.000861,0.159289
57130,0.000013,0.000866,0.162271
57140,0.000029,0.001003,0.155762
57150,0.000013,0.000890,0.204621
57160,0.000012,0.000822,0.157030
57170,0.000013,0.000921,0.161784
57180,0.000017,0.000873,0.165957
57190,0.000024,0.000869,0.163215
57200,0.000013,0.001163,0.163484
57210,0.000012,0.000901,0.159627
57220,0.000015,0.000818,0.161449
57230,0.000014,0.000856,0.157702
57240,0.000013,0.000918,0.157582
57250,0.000012,0.000944,0.162108
57260,0.000013,0.000908,0.161347
57270,0.000027,0.000857,0.162057
57280,0.000015,0.000891,0.161604
57290,0.000014,0.000850,0.161235
57300,0.000013,0.000863,0.160791
57310,0.000013,0.000867,0.158413
57320,0.000014,0.000879,0.157603
57330,0.000013,0.000934,0.167285
57340,0.000013,0.001011,0.161673
57350,0.000012,0.000891,0.168008
57360,0.000035,0.000834,0.183375
57370,0.000012,0.000915,0.161590
57380,0.000024,0.000871,0.162163
57390,0.000024,0.000831,0.160910
57400,0.000029,0.001027,0.158492
57410,0.000010,0.000932,0.159683
57420,0.000012,0.001064,0.160267
57430,0.000011,0.001002,0.162668
57440,0.000029,0.000877,0.164555
57450,0.000013,0.000843,0.162926
57460,0.000013,0.000874,0.161215
57470,0.000050,0.000874,0.161564
57480,0.000014,0.000922,0.157360
57490,0.000024,0.001215,0.159549
57500,0.000014,0.000873,0.170410
57510,0.000013,0.001092,0.162882
57520,0.000012,0.000885,0.162736
57530,0.000014,0.000883,0.177021
57540,0.000034,0.000917,0.164299
57550,0.000014,0.000931,0.166034
57560,0.000013,0.000932,0.161178
57570,0.000012,0.000861,0.158680
57580,0.000010,0.001161,0.163924
57590,0.000014,0.000885,0.162634
57600,0.000013,0.001032,0.189824
57610,0.000013,0.001110,0.162129
57620,0.000013,0.000881,0.164919
57630,0.000012,0.000812,0.161245
57640,0.000014,0.000887,0.163513
57650,0.000012,0.001119,0.160305
57660,0.000013,0.000892,0.161086
57670,0.000013,0.001001,0.165302
57680,0.000030,0.000875,0.165181
57690,0.000031,0.000869,0.160380
57700,0.000015,0.000861,0.164753
57710,0.000012,0.000863,0.162760
57720,0.000012,0.000956,0.165188
57730,0.000026,0.001046,0.158950
57740,0.000013,0.001215,0.163279
57750,0.000012,0.000918,0.162809
57760,0.000013,0.001040,0.161915
57770,0.000012,0.000867,0.164177
57780,0.000013,0.001013,0.163939
57790,0.000012,0.000874,0.161805
57800,0.000028,0.000954,0.159367
57810,0.000013,0.001100,0.160026
57820,0.000013,0.000827,0.163988
57830,0.000030,0.000917,0.164163
57840,0.000011,0.000959,0.161221
57850,0.000011,0.001010,0.184478
57860,0.000015,0.000930,0.163019
57870,0.000014,0.000912,0.181168
57880,0.000014,0.000862,0.172129
57890,0.000013,0.000869,0.166305
57900,0.000012,0.000931,0.164646
57910,0.000013,0.001108,0.159191
57920,0.000013,0.000968,0.160766
57930,0.000014,0.000894,0.164440
57940,0.000013,0.000921,0.164976
57950,0.000010,0.001094,0.164114
57960,0.000010,0.000877,0.162229
57970,0.000013,0.000980,0.162382
57980,0.000025,0.000925,0.164754
57990,0.000011,0.000878,0.163664
58000,0.000013,0.000881,0.164177
58010,0.000031,0.001262,0.162024
58020,0.000010,0.000847,0.163124
58030,0.000030,0.000892,0.191815
58040,0.000015,0.000839,0.164031
58050,0.000011,0.000822,0.171903
58060,0.000029,0.000919,0.165859
58070,0.000013,0.000904,0.187910
58080,0.000014,0.000958,0.163270
58090,0.000038,0.000858,0.164969
58100,0.000013,0.000944,0.165705
58110,0.000013,0.000909,0.162862
58120,0.000013,0.000917,0.164549
58130,0.000012,0.000840,0.170162
58140,0.000010,0.000904,0.164507
58150,0.000023,0.000862,0.168856
58160,0.000024,0.000889,0.165721
58170,0.000011,0.000884,0.164334
58180,0.000012,0.000867,0.164711
58190,0.000012,0.000902,0.165827
58200,0.000013,0.000937,0.168359
58210,0.000013,0.000937,0.169560
58220,0.000014,0.001189,0.165661
58230,0.000014,0.001237,0.165992
58240,0.000014,0.000885,0.164093
58250,0.000014,0.000926,0.166605
58260,0.000013,0.001194,0.164943
58270,0.000012,0.000853,0.164185
58280,0.000012,0.000886,0.165259
58290,0.000013,0.000894,0.169750
58300,0.000014,0.001216,0.163943
58310,0.000037,0.000888,0.164700
58320,0.000013,0.001051,0.167128
58330,0.000012,0.000825,0.165534
58340,0.000024,0.000859,0.165924
58350,0.000024,0.000899,0.165324
58360,0.000013,0.000883,0.166720
58370,0.000024,0.001060,0.167359
58380,0.000013,0.000886,0.164166
58390,0.000014,0.000939,0.166505
58400,0.000013,0.000852,0.213805
58410,0.000018,0.000892,0.162817
58420,0.000012,0.000928,0.162168
58430,0.000011,0.001246,0.165859
58440,0.000012,0.000890,0.168240
58450,0.000014,0.001801,0.197484
58460,0.000012,0.000960,0.163838
58470,0.000015,0.001004,0.163994
58480,0.000013,0.000874,0.167772
58490,0.000013,0.001082,0.167406
58500,0.000020,0.000921,0.171636
58510,0.000013,0.000881,0.164349
58520,0.000014,0.000911,0.163778
58530,0.000013,0.000926,0.168994
58540,0.000012,0.000849,0.202195
58550,0.000013,0.000842,0.164439
58560,0.000013,0.000887,0.166437
58570,0.000013,0.000916,0.165409
58580,0.000010,0.000893,0.167744
58590,0.000013,0.000931,0.184128
58600,0.000042,0.000930,0.174065
58610,0.000022,0.000946,0.167213
58620,0.000014,0.001008,0.166384
58630,0.000013,0.001220,0.167488
58640,0.000013,0.001136,0.162160
58650,0.000013,0.000871,0.165857
58660,0.000014,0.000965,0.165715
58670,0.000016,0.000966,0.204802
58680,0.000014,0.000915,0.168097
58690,0.000011,0.000893,0.167947
58700,0.000012,0.000890,0.168061
58710,0.000018,0.000903,0.167147
58720,0.000013,0.000843,0.166398
58730,0.000012,0.000917,0.164923
58740,0.000013,0.000936,0.168618
58750,0.000013,0.000847,0.166373
58760,0.000014,0.000892,0.166353
58770,0.000014,0.000944,0.163586
58780,0.000013,0.000918,0.164089
58790,0.000012,0.000927,0.166664
58800,0.000010,0.000883,0.167013
58810,0.000014,0.001038,0.165710
58820,0.000013,0.000958,0.168756
58830,0.000012,0.000891,0.167435
58840,0.000013,0.000933,0.167019
58850,0.000016,0.000880,0.168596
58860,0.000014,0.001254,0.167453
58870,0.000012,0.000998,0.169624
58880,0.000011,0.001053,0.163462
58890,0.000012,0.000895,0.166898
58900,0.000014,0.000902,0.199333
58910,0.000013,0.000920,0.170680
58920,0.000024,0.000923,0.168841
58930,0.000013,0.000854,0.167409
58940,0.000013,0.001308,0.167603
58950,0.000013,0.001070,0.168576
58960,0.000014,0.000897,0.170887
58970,0.000014,0.000880,0.170259
58980,0.000015,0.000899,0.166212
58990,0.000012,0.000870,0.163603
59000,0.000015,0.000859,0.163862
59010,0.000013,0.000896,0.167763
59020,0.000013,0.000897,0.165711
59030,0.000013,0.000934,0.176612
59040,0.000013,0.000920,0.168283
59050,0.000012,0.000911,0.175363
59060,0.000012,0.000923,0.169563
59070,0.000030,0.000871,0.167907
59080,0.000013,0.000946,0.168551
59090,0.000013,0.000988,0.167362
59100,0.000012,0.000922,0.166551
59110,0.000018,0.000941,0.169554
59120,0.000024,0.000880,0.169872
59130,0.000014,0.000820,0.169176
59140,0.000013,0.000844,0.168170
59150,0.000012,0.000939,0.166700
59160,0.000013,0.000879,0.168634
59170,0.000026,0.000921,0.168585
59180,0.000013,0.000918,0.166978
59190,0.000013,0.001222,0.170876
59200,0.000013,0.001068,0.172221
59210,0.000013,0.001153,0.170938
59220,0.000012,0.000876,0.207220
59230,0.000013,0.000927,0.167275
59240,0.000013,0.001060,0.169801
59250,0.000012,0.001031,0.168814
59260,0.000010,0.000902,0.169331
59270,0.000013,0.000867,0.170743
59280,0.000014,0.000896,0.180779
59290,0.000014,0.000985,0.170147
59300,0.000012,0.000910,0.171004
59310,0.000027,0.000927,0.168286
59320,0.000013,0.000957,0.166238
59330,0.000013,0.000972,0.166023
59340,0.000012,0.001428,0.167296
59350,0.000013,0.000903,0.171038
59360,0.000024,0.000991,0.170371
59370,0.000013,0.000968,0.171542
59380,0.000013,0.001157,0.171706
59390,0.000013,0.000956,0.171849
59400,0.000014,0.000853,0.171175
59410,0.000011,0.000945,0.172904
59420,0.000014,0.000941,0.170858
59430,0.000029,0.000944,0.168967
59440,0.000021,0.000885,0.167518
59450,0.000011,0.000861,0.168844
59460,0.000013,0.000924,0.167217
59470,0.000012,0.000949,0.170756
59480,0.000011,0.000938,0.170543
59490,0.000013,0.000943,0.171390
59500,0.000014,0.000868,0.172050
59510,0.000010,0.000952,0.180147
59520,0.000023,0.000909,0.171212
59530,0.000013,0.000928,0.170018
59540,0.000036,0.000926,0.170444
59550,0.000012,0.000849,0.169789
59560,0.000011,0.000901,0.169875
59570,0.000010,0.000929,0.169069
59580,0.000013,0.000909,0.167324
59590,0.000013,0.001103,0.180487
59600,0.000026,0.000911,0.171085
59610,0.000011,0.000979,0.213913
59620,0.000014,0.000982,0.167831
59630,0.000013,0.001363,0.170488
59640,0.000013,0.000941,0.171726
59650,0.000015,0.000940,0.171482
59660,0.000010,0.000957,0.169738
59670,0.000013,0.000900,0.173260
59680,0.000017,0.000911,0.195404
59690,0.000012,0.000922,0.174256
59700,0.000010,0.001085,0.198004
59710,0.000025,0.000947,0.172275
59720,0.000011,0.000921,0.171208
59730,0.000013,0.000946,0.174461
59740,0.000013,0.000908,0.172205
59750,0.000013,0.001015,0.170739
59760,0.000013,0.000954,0.173693
59770,0.000012,0.000851,0.170877
59780,0.000013,0.000893,0.171993
59790,0.000010,0.000903,0.168657
59800,0.000019,0.000902,0.169047
59810,0.000013,0.000967,0.171293
59820,0.000024,0.000885,0.211372
59830,0.000013,0.001167,0.171587
59840,0.000011,0.000984,0.175094
59850,0.000013,0.000932,0.171197
59860,0.000023,0.000924,0.174413
59870,0.000012,0.000923,0.171530
59880,0.000010,0.000975,0.176064
59890,0.000010,0.000917,0.173091
59900,0.000027,0.001060,0.170188
59910,0.000013,0.001079,0.172938
59920,0.000014,0.000951,0.170209
59930,0.000014,0.000893,0.171906
59940,0.000012,0.000927,0.171129
59950,0.000015,0.000983,0.169413
59960,0.000014,0.000921,0.174417
59970,0.000030,0.000919,0.170747
59980,0.000012,0.000919,0.172618
59990,0.000012,0.000969,0.175135
60000,0.000012,0.000888,0.204360
60010,0.000024,0.000955,0.172199
60020,0.000010,0.000900,0.172538
60030,0.000029,0.000919,0.180858
60040,0.000013,0.000950,0.200268
60050,0.000029,0.000921,0.172132
60060,0.000015,0.000980,0.172808
60070,0.000023,0.000870,0.172384
60080,0.000011,0.000914,0.172812
60090,0.000013,0.000880,0.172302
60100,0.000013,0.000949,0.173717
60110,0.000013,0.000988,0.174017
60120,0.000013,0.000974,0.173710
60130,0.000030,0.000969,0.176011
60140,0.000013,0.000920,0.172661
60150,0.000012,0.001039,0.171737
60160,0.000013,0.000972,0.210209
60170,0.000017,0.000880,0.172031
60180,0.000016,0.000924,0.169987
60190,0.000013,0.000963,0.171827
60200,0.000010,0.001162,0.219221
60210,0.000012,0.000988,0.170749
60220,0.000013,0.000975,0.170669
60230,0.000014,0.001339,0.182133
60240,0.000025,0.000885,0.170071
60250,0.000014,0.000920,0.174718
60260,0.000016,0.001165,0.172683
60270,0.000013,0.000872,0.183438
60280,0.000013,0.000886,0.175090
60290,0.000012,0.001015,0.172882
60300,0.000030,0.000905,0.172007
60310,0.000013,0.000892,0.173116
60320,0.000012,0.001205,0.174707
60330,0.000014,0.000931,0.174650
60340,0.000016,0.000955,0.175243
60350,0.000014,0.000988,0.192872
60360,0.000016,0.000886,0.190788
60370,0.000012,0.001066,0.176322
60380,0.000018,0.000949,0.173881
60390,0.000045,0.000922,0.175294
60400,0.000013,0.000908,0.182087
60410,0.000013,0.000921,0.177533
60420,0.000013,0.000943,0.172832
60430,0.000019,0.000965,0.171436
60440,0.000013,0.000933,0.174326
60450,0.000012,0.001300,0.173044
60460,0.000012,0.000957,0.177899
60470,0.000014,0.000998,0.181116
60480,0.000030,0.001021,0.173965
60490,0.000012,0.000984,0.171448
60500,0.000017,0.000966,0.202605
60510,0.000013,0.000952,0.175874
60520,0.000010,0.000927,0.175774
60530,0.000012,0.000945,0.175507
60540,0.000014,0.001046,0.182130
60550,0.000011,0.000967,0.173942
60560,0.000032,0.000959,0.174190
60570,0.000025,0.001085,0.183577
60580,0.000017,0.000892,0.174887
60590,0.000023,0.001048,0.174810
60600,0.000013,0.000965,0.174852
60610,0.000014,0.000919,0.173753
60620,0.000013,0.001012,0.173314
60630,0.000012,0.001001,0.175552
60640,0.000014,0.000874,0.175578
60650,0.000017,0.000924,0.176149
60660,0.000013,0.000865,0.173427
60670,0.000012,0.000925,0.177091
60680,0.000012,0.000933,0.176628
60690,0.000011,0.000926,0.174540
60700,0.000030,0.000989,0.179369
60710,0.000015,0.000960,0.197646
60720,0.000014,0.000968,0.175631
60730,0.000013,0.001398,0.174392
60740,0.000015,0.000975,0.174686
60750,0.000014,0.001228,0.178158
60760,0.000010,0.000933,0.181475
60770,0.000013,0.000931,0.181484
60780,0.000012,0.001343,0.180657
60790,0.000012,0.000988,0.176271
60800,0.000011,0.000935,0.174899
60810,0.000011,0.000913,0.174738
60820,0.000014,0.001224,0.172274
60830,0.000013,0.001047,0.170960
60840,0.000012,0.000929,0.173022
60850,0.000010,0.000979,0.175864
60860,0.000033,0.000952,0.175631
60870,0.000013,0.000891,0.175560
60880,0.000013,0.001052,0.175358
60890,0.000013,0.000947,0.178261
60900,0.000012,0.000975,0.177624
60910,0.000011,0.000909,0.176509
60920,0.000030,0.000926,0.177244
60930,0.000029,0.001198,0.174964
60940,0.000014,0.001000,0.177235
60950,0.000012,0.000884,0.178940
60960,0.000013,0.000949,0.176130
60970,0.000013,0.000927,0.182221
60980,0.000030,0.000955,0.182816
60990,0.000014,0.000979,0.182567
61000,0.000026,0.000968,0.179104
61010,0.000014,0.000921,0.179415
61020,0.000011,0.000991,0.179012
61030,0.000013,0.000909,0.177695
61040,0.000012,0.000907,0.174945
61050,0.000013,0.001209,0.172349
61060,0.000014,0.001114,0.178271
61070,0.000013,0.000947,0.173552
61080,0.000014,0.001003,0.182203
61090,0.000013,0.000865,0.208439
61100,0.000027,0.000914,0.176856
61110,0.000013,0.001314,0.174812
61120,0.000013,0.000917,0.176816
61130,0.000012,0.000935,0.186151
61140,0.000030,0.000973,0.177167
61150,0.000017,0.000896,0.223137
61160,0.000027,0.001232,0.177861
61170,0.000014,0.000998,0.172170
61180,0.000014,0.000900,0.178208
61190,0.000013,0.000900,0.180047
61200,0.000029,0.001136,0.184762
61210,0.000012,0.000918,0.178011
61220,0.000013,0.001001,0.178610
61230,0.000013,0.000952,0.178048
61240,0.000024,0.000949,0.214454
61250,0.000012,0.001092,0.177242
61260,0.000031,0.000922,0.186796
61270,0.000013,0.001034,0.179605
61280,0.000027,0.000857,0.177897
61290,0.000013,0.000900,0.177138
61300,0.000014,0.000963,0.176545
61310,0.000012,0.000987,0.178720
61320,0.000013,0.000948,0.181837
61330,0.000013,0.000923,0.178172
61340,0.000014,0.000914,0.179174
61350,0.000013,0.001358,0.179433
61360,0.000032,0.001102,0.204278
61370,0.000027,0.000966,0.177094
61380,0.000013,0.000938,0.178960
61390,0.000027,0.001031,0.187020
61400,0.000010,0.000970,0.180737
61410,0.000012,0.000946,0.181867
61420,0.000013,0.001209,0.178435
61430,0.000015,0.000911,0.181862
61440,0.000010,0.001111,0.176879
61450,0.000010,0.000925,0.179639
61460,0.000031,0.000982,0.180828
61470,0.000013,0.000957,0.179160
61480,0.000054,0.000941,0.185601
61490,0.000015,0.001009,0.180751
61500,0.000057,0.000923,0.182599
61510,0.000015,0.000950,0.176998
61520,0.000013,0.000982,0.177988
61530,0.000014,0.001000,0.175575
61540,0.000019,0.000942,0.178460
61550,0.000014,0.000972,0.182858
61560,0.000012,0.000958,0.181760
61570,0.000014,0.000898,0.179000
61580,0.000010,0.000908,0.180310
61590,0.000013,0.001149,0.222136
61600,0.000011,0.001314,0.179259
61610,0.000013,0.001125,0.226749
61620,0.000013,0.001002,0.178092
61630,0.000013,0.001468,0.182740
61640,0.000011,0.000972,0.175706
61650,0.000013,0.001000,0.177616
61660,0.000013,0.001091,0.178310
61670,0.000013,0.001016,0.181060
61680,0.000013,0.000901,0.179416
61690,0.000013,0.000936,0.182483
61700,0.000015,0.000904,0.182951
61710,0.000014,0.001001,0.180245
61720,0.000014,0.000919,0.177149
61730,0.000012,0.000951,0.180654
61740,0.000012,0.000988,0.180171
61750,0.000014,0.000948,0.181282
61760,0.000012,0.000954,0.182610
61770,0.000014,0.000910,0.183936
61780,0.000013,0.000913,0.183020
61790,0.000010,0.000931,0.209288
61800,0.000013,0.000950,0.179101
61810,0.000013,0.000977,0.178963
61820,0.000025,0.000903,0.179813
61830,0.000017,0.001072,0.180075
61840,0.000026,0.000900,0.209682
61850,0.000013,0.000988,0.182467
61860,0.000014,0.000977,0.181783
61870,0.000014,0.000959,0.180617
61880,0.000026,0.000890,0.179328
61890,0.000013,0.000919,0.180379
61900,0.000011,0.000934,0.180183
61910,0.000013,0.000930,0.181192
61920,0.000013,0.001169,0.183191
61930,0.000010,0.001011,0.179480
61940,0.000012,0.001038,0.180987
61950,0.000011,0.001025,0.179632
61960,0.000013,0.000992,0.182268
61970,0.000015,0.000974,0.179017
61980,0.000030,0.001015,0.182555
61990,0.000013,0.000890,0.182228
62000,0.000027,0.001107,0.183452
62010,0.000015,0.000975,0.182347
62020,0.000015,0.001085,0.182305
62030,0.000037,0.001039,0.180316
62040,0.000014,0.000952,0.183538
62050,0.000013,0.001091,0.183572
62060,0.000019,0.000919,0.181550
62070,0.000013,0.001185,0.180440
62080,0.000027,0.000911,0.182397
62090,0.000013,0.000946,0.181184
62100,0.000013,0.000910,0.187619
62110,0.000030,0.000981,0.180316
62120,0.000013,0.000988,0.181683
62130,0.000012,0.000967,0.179904
62140,0.000017,0.000964,0.181627
62150,0.000013,0.000970,0.182883
62160,0.000014,0.000988,0.175685
62170,0.000013,0.001012,0.180776
62180,0.000013,0.000928,0.181978
62190,0.000013,0.001086,0.176611
62200,0.000013,0.001312,0.180731
62210,0.000010,0.001280,0.185143
62220,0.000011,0.001340,0.180434
62230,0.000013,0.000970,0.183558
62240,0.000012,0.001023,0.185940
62250,0.000013,0.000931,0.223169
62260,0.000011,0.001300,0.183469
62270,0.000015,0.000967,0.183844
62280,0.000012,0.001013,0.189733
62290,0.000013,0.001104,0.178442
62300,0.000015,0.001377,0.183409
62310,0.000014,0.001352,0.188251
62320,0.000013,0.001600,0.178581
62330,0.000013,0.001077,0.181837
62340,0.000043,0.001000,0.187088
62350,0.000026,0.001106,0.184101
62360,0.000013,0.000980,0.182856
62370,0.000023,0.000973,0.181354
62380,0.000013,0.000957,0.183470
62390,0.000010,0.000995,0.181806
62400,0.000026,0.000886,0.180573
62410,0.000012,0.000988,0.183089
62420,0.000013,0.000996,0.182000
62430,0.000013,0.001021,0.183940
62440,0.000013,0.000917,0.182748
62450,0.000026,0.000982,0.182361
62460,0.000013,0.000999,0.198386
62470,0.000012,0.001064,0.183374
62480,0.000013,0.000891,0.187045
62490,0.000015,0.001054,0.186073
62500,0.000012,0.001061,0.182903
62510,0.000010,0.001104,0.184358
62520,0.000012,0.000939,0.184801
62530,0.000030,0.001164,0.181713
62540,0.000024,0.000938,0.184483
62550,0.000025,0.000894,0.214846
62560,0.000013,0.000987,0.188857
62570,0.000014,0.000965,0.183817
62580,0.000013,0.000995,0.183413
62590,0.000013,0.000951,0.186336
62600,0.000013,0.000971,0.189837
62610,0.000010,0.000934,0.186683
62620,0.000013,0.000924,0.188913
62630,0.000014,0.001049,0.186185
62640,0.000011,0.000919,0.185361
62650,0.000014,0.000940,0.186877
62660,0.000013,0.000951,0.182818
62670,0.000014,0.000991,0.185183
62680,0.000011,0.000925,0.218690
62690,0.000012,0.000926,0.184046
62700,0.000014,0.000972,0.183300
62710,0.000013,0.000933,0.187392
62720,0.000013,0.000956,0.185678
62730,0.000036,0.000919,0.182192
62740,0.000013,0.000934,0.227332
62750,0.000013,0.000951,0.183975
62760,0.000012,0.001267,0.226927
62770,0.000014,0.001102,0.182848
62780,0.000011,0.000915,0.184117
62790,0.000011,0.001189,0.183214
62800,0.000013,0.000962,0.180700
62810,0.000012,0.001044,0.183533
62820,0.000014,0.000941,0.184888
62830,0.000014,0.001007,0.184388
62840,0.000013,0.001030,0.185328
62850,0.000014,0.001424,0.183863
62860,0.000013,0.000942,0.183273
62870,0.000013,0.001013,0.183032
62880,0.000013,0.001061,0.185598
62890,0.000015,0.000972,0.185622
62900,0.000013,0.000982,0.198688
62910,0.000013,0.000924,0.206804
62920,0.000013,0.000935,0.184243
62930,0.000014,0.000995,0.182721
62940,0.000013,0.000963,0.186646
62950,0.000013,0.000930,0.184846
62960,0.000012,0.000966,0.183462
62970,0.000013,0.001100,0.182373
62980,0.000015,0.001145,0.230254
62990,0.000032,0.001047,0.184972
63000,0.000011,0.000954,0.183999
63010,0.000013,0.000988,0.189644
63020,0.000014,0.000975,0.186419
63030,0.000023,0.001033,0.185714
63040,0.000012,0.001023,0.184605
63050,0.000014,0.001036,0.185154
63060,0.000013,0.000976,0.184048
63070,0.000030,0.000977,0.191552
63080,0.000013,0.000956,0.217143
63090,0.000015,0.000967,0.185830
63100,0.000014,0.000951,0.190132
63110,0.000013,0.001288,0.188054
63120,0.000014,0.000957,0.186492
