N,GPU_SIEVE,CPU_SIEVE,CPU_CLASSIC
17560,0.000012,0.000258,0.027799
17570,0.000012,0.000260,0.027521
17580,0.000039,0.000258,0.026508
17590,0.000030,0.000259,0.030523
17600,0.000012,0.000267,0.027916
17610,0.000012,0.000313,0.027221
17620,0.000013,0.000253,0.027393
17630,0.000013,0.000259,0.028467
17640,0.000012,0.000262,0.027501
17650,0.000012,0.000259,0.031067
17660,0.000015,0.000271,0.028181
17670,0.000014,0.000262,0.027207
17680,0.000012,0.000267,0.027623
17690,0.000012,0.000260,0.027413
17700,0.000027,0.000263,0.027151
17710,0.000014,0.000393,0.030663
17720,0.000027,0.000277,0.030608
17730,0.000013,0.000273,0.027146
17740,0.000013,0.000263,0.027697
17750,0.000012,0.000280,0.027510
17760,0.000012,0.000268,0.027312
17770,0.000033,0.000243,0.030156
17780,0.000016,0.000270,0.028113
17790,0.000013,0.000262,0.029405
17800,0.000012,0.000419,0.028277
17810,0.000027,0.000284,0.027728
17820,0.000029,0.000267,0.027152
17830,0.000012,0.000278,0.029845
17840,0.000025,0.000308,0.031327
17850,0.000015,0.000287,0.028704
17860,0.000016,0.000272,0.028430
17870,0.000031,0.000265,0.027930
17880,0.000012,0.000242,0.029956
17890,0.000012,0.000267,0.030723
17900,0.000012,0.000321,0.028116
17910,0.000012,0.000270,0.027514
17920,0.000010,0.000271,0.028827
17930,0.000012,0.000264,0.027913
17940,0.000012,0.000280,0.030552
17950,0.000012,0.000310,0.029298
17960,0.000012,0.000274,0.028570
17970,0.000011,0.000301,0.029016
17980,0.000012,0.000264,0.028065
17990,0.000027,0.000260,0.027288
18000,0.000011,0.000318,0.031604
18010,0.000013,0.000261,0.030586
18020,0.000013,0.000267,0.029222
18030,0.000013,0.000269,0.029781
18040,0.000013,0.000267,0.028992
18050,0.000013,0.000262,0.028261
18060,0.000013,0.000331,0.031206
18070,0.000021,0.000287,0.029491
18080,0.000013,0.000290,0.032426
18090,0.000013,0.000340,0.028329
18100,0.000027,0.000268,0.027764
18110,0.000012,0.000272,0.028484
18120,0.000013,0.000428,0.036381
18130,0.000011,0.000277,0.028847
18140,0.000012,0.000270,0.028802
18150,0.000032,0.000269,0.028159
18160,0.000019,0.000301,0.027922
18170,0.000013,0.000337,0.028172
18180,0.000015,0.000419,0.031843
18190,0.000014,0.000278,0.028553
18200,0.000013,0.000270,0.028376
18210,0.000011,0.000275,0.030685
18220,0.000013,0.000271,0.029227
18230,0.000022,0.000298,0.031112
18240,0.000013,0.000249,0.030931
18250,0.000012,0.000270,0.028590
18260,0.000012,0.000271,0.028590
18270,0.000013,0.000269,0.029282
18280,0.000013,0.000249,0.029284
18290,0.000013,0.000347,0.032663
18300,0.000013,0.000278,0.029159
18310,0.000013,0.000236,0.029075
18320,0.000012,0.000283,0.029288
18330,0.000013,0.000272,0.030009
18340,0.000012,0.000273,0.030594
18350,0.000026,0.000272,0.033053
18360,0.000013,0.000293,0.028562
18370,0.000011,0.000272,0.028944
18380,0.000018,0.000276,0.028985
18390,0.000031,0.000273,0.029033
18400,0.000012,0.000280,0.032953
18410,0.000012,0.000258,0.031571
18420,0.000011,0.000274,0.029077
18430,0.000028,0.000276,0.029705
18440,0.000012,0.000275,0.029451
18450,0.000010,0.000273,0.030614
18460,0.000013,0.000269,0.030946
18470,0.000013,0.000251,0.030514
18480,0.000012,0.000276,0.029959
18490,0.000013,0.000314,0.029103
18500,0.000013,0.000294,0.029705
18510,0.000012,0.000269,0.031291
18520,0.000012,0.000283,0.029877
18530,0.000012,0.000278,0.029522
18540,0.000011,0.000320,0.029430
18550,0.000011,0.000284,0.029973
18560,0.000022,0.000279,0.029546
18570,0.000012,0.000265,0.033445
18580,0.000012,0.000343,0.029664
18590,0.000013,0.000277,0.028793
18600,0.000012,0.000268,0.029704
18610,0.000011,0.000292,0.029489
18620,0.000012,0.000289,0.031192
18630,0.000012,0.000272,0.029748
18640,0.000013,0.000263,0.029575
18650,0.000013,0.000278,0.029473
18660,0.000012,0.000281,0.029972
18670,0.000031,0.000276,0.029579
18680,0.000012,0.000285,0.037501
18690,0.000013,0.000303,0.031026
18700,0.000012,0.000278,0.030025
18710,0.000048,0.000276,0.029742
18720,0.000012,0.000263,0.029769
18730,0.000012,0.000279,0.031362
18740,0.000014,0.000280,0.031502
18750,0.000039,0.000288,0.031925
18760,0.000010,0.000277,0.030330
18770,0.000013,0.000277,0.029576
18780,0.000014,0.000289,0.029387
18790,0.000012,0.000307,0.032867
18800,0.000012,0.000290,0.030767
18810,0.000014,0.000280,0.030181
18820,0.000031,0.000280,0.030386
18830,0.000013,0.000295,0.030490
18840,0.000013,0.000362,0.030090
18850,0.000013,0.000285,0.036098
18860,0.000013,0.000281,0.030347
18870,0.000028,0.000305,0.030132
18880,0.000012,0.000244,0.031090
18890,0.000012,0.000282,0.031078
18900,0.000010,0.000286,0.033665
18910,0.000012,0.000290,0.031079
18920,0.000019,0.000281,0.030427
18930,0.000013,0.000285,0.031056
18940,0.000012,0.000282,0.030074
18950,0.000012,0.000266,0.034078
18960,0.000011,0.000295,0.029869
18970,0.000012,0.000311,0.030465
18980,0.000013,0.000339,0.030670
18990,0.000010,0.000301,0.030596
19000,0.000027,0.000287,0.030707
19010,0.000015,0.000371,0.032008
19020,0.000012,0.000433,0.032925
19030,0.000012,0.000390,0.029846
19040,0.000011,0.000281,0.031166
19050,0.000010,0.000285,0.030478
19060,0.000029,0.000291,0.033354
19070,0.000014,0.000282,0.031398
19080,0.000012,0.000267,0.030714
19090,0.000010,0.000305,0.031641
19100,0.000012,0.000285,0.030737
19110,0.000012,0.000285,0.031028
19120,0.000014,0.000358,0.039833
19130,0.000029,0.000282,0.030955
19140,0.000036,0.000333,0.030860
19150,0.000013,0.000288,0.032145
19160,0.000012,0.000357,0.030709
19170,0.000010,0.000302,0.034460
19180,0.000034,0.000299,0.032017
19190,0.000012,0.000283,0.031557
19200,0.000022,0.000364,0.031030
19210,0.000013,0.000287,0.031117
19220,0.000031,0.000285,0.033552
19230,0.000012,0.000269,0.031891
19240,0.000014,0.000304,0.031258
19250,0.000012,0.000290,0.031105
19260,0.000011,0.000291,0.030696
19270,0.000029,0.000250,0.033815
19280,0.000013,0.000308,0.031960
19290,0.000013,0.000286,0.031097
19300,0.000012,0.000286,0.031345
19310,0.000012,0.000432,0.031236
19320,0.000012,0.000261,0.031621
19330,0.000015,0.000298,0.036595
19340,0.000013,0.000294,0.031705
19350,0.000010,0.000322,0.032450
19360,0.000013,0.000259,0.031666
19370,0.000013,0.000317,0.031668
19380,0.000013,0.000289,0.033998
19390,0.000011,0.000292,0.032026
19400,0.000032,0.000286,0.031654
19410,0.000012,0.000295,0.031552
19420,0.000029,0.000347,0.032419
19430,0.000013,0.000368,0.034596
19440,0.000011,0.000393,0.031921
19450,0.000018,0.000295,0.031944
19460,0.000012,0.000314,0.031577
19470,0.000012,0.000283,0.031147
19480,0.000032,0.000249,0.032896
19490,0.000012,0.000307,0.033723
19500,0.000012,0.000291,0.031757
19510,0.000012,0.000285,0.032514
19520,0.000012,0.000288,0.032122
19530,0.000013,0.000289,0.032159
19540,0.000021,0.000495,0.033840
19550,0.000013,0.000331,0.032309
19560,0.000012,0.000289,0.031813
19570,0.000013,0.000291,0.031448
19580,0.000013,0.000310,0.031994
19590,0.000034,0.000303,0.035921
19600,0.000013,0.000340,0.032777
19610,0.000012,0.000293,0.032680
19620,0.000014,0.000293,0.032456
19630,0.000013,0.000330,0.031667
19640,0.000012,0.000293,0.035194
19650,0.000014,0.000280,0.032585
19660,0.000028,0.000311,0.035006
19670,0.000012,0.000298,0.031804
19680,0.000013,0.000299,0.031790
19690,0.000011,0.000292,0.037040
19700,0.000012,0.000293,0.034062
19710,0.000016,0.000292,0.032309
19720,0.000011,0.000350,0.033944
19730,0.000037,0.000308,0.032463
19740,0.000013,0.000278,0.035101
19750,0.000012,0.000271,0.032936
19760,0.000027,0.000340,0.032308
19770,0.000012,0.000301,0.032388
19780,0.000016,0.000300,0.032701
19790,0.000010,0.000301,0.035817
19800,0.000011,0.000299,0.033165
19810,0.000027,0.000304,0.031879
19820,0.000016,0.000291,0.033042
19830,0.000012,0.000281,0.031868
19840,0.000012,0.000281,0.034117
19850,0.000012,0.000294,0.035163
19860,0.000033,0.000290,0.032378
19870,0.000012,0.000288,0.033578
19880,0.000012,0.000305,0.032077
19890,0.000012,0.000295,0.034160
19900,0.000014,0.000298,0.033429
19910,0.000011,0.000358,0.034519
19920,0.000060,0.000298,0.033642
19930,0.000012,0.000302,0.032185
19940,0.000010,0.000324,0.034926
19950,0.000045,0.000302,0.041439
19960,0.000013,0.000305,0.032743
19970,0.000012,0.000328,0.032795
19980,0.000031,0.000299,0.033081
19990,0.000011,0.000320,0.034621
20000,0.000029,0.000373,0.034652
20010,0.000012,0.000298,0.032508
20020,0.000010,0.000323,0.033407
20030,0.000012,0.000301,0.033714
20040,0.000011,0.000300,0.032950
20050,0.000014,0.000284,0.034814
20060,0.000012,0.000300,0.033321
20070,0.000010,0.000260,0.033791
20080,0.000013,0.000302,0.032938
20090,0.000012,0.000375,0.033305
20100,0.000012,0.000524,0.035526
20110,0.000012,0.000342,0.033880
20120,0.000027,0.000361,0.033903
20130,0.000012,0.000335,0.033282
20140,0.000020,0.000299,0.032747
20150,0.000011,0.000300,0.037644
20160,0.000012,0.000434,0.033272
20170,0.000013,0.000333,0.033186
20180,0.000020,0.000300,0.034196
20190,0.000013,0.000300,0.034787
20200,0.000016,0.000319,0.035793
20210,0.000013,0.000336,0.035430
20220,0.000012,0.000401,0.034407
20230,0.000013,0.000301,0.032975
20240,0.000014,0.000302,0.033980
20250,0.000032,0.000458,0.037511
20260,0.000013,0.000301,0.033500
20270,0.000013,0.000304,0.034490
20280,0.000030,0.000463,0.033353
20290,0.000012,0.000301,0.033849
20300,0.000014,0.000308,0.035588
20310,0.000013,0.000314,0.034825
20320,0.000012,0.000304,0.034111
20330,0.000013,0.000293,0.033811
20340,0.000012,0.000293,0.036607
20350,0.000013,0.000315,0.035895
20360,0.000013,0.000460,0.033921
20370,0.000029,0.000428,0.033876
20380,0.000013,0.000315,0.033653
20390,0.000013,0.000263,0.034705
20400,0.000014,0.000360,0.036335
20410,0.000027,0.000391,0.033446
20420,0.000012,0.000321,0.034880
20430,0.000012,0.000417,0.034253
20440,0.000026,0.000307,0.035166
20450,0.000012,0.000441,0.037424
20460,0.000012,0.000307,0.033693
20470,0.000017,0.000317,0.034169
20480,0.000029,0.000563,0.033993
20490,0.000028,0.000317,0.033974
20500,0.000012,0.000299,0.044619
20510,0.000010,0.000287,0.034439
20520,0.000011,0.000308,0.034557
20530,0.000010,0.000326,0.034271
20540,0.000012,0.000308,0.038506
20550,0.000013,0.000313,0.036134
20560,0.000012,0.000306,0.035124
20570,0.000012,0.000309,0.034150
20580,0.000012,0.000304,0.034290
20590,0.000012,0.000276,0.037271
20600,0.000013,0.000315,0.035104
20610,0.000012,0.000300,0.034766
20620,0.000011,0.000307,0.035044
20630,0.000012,0.000363,0.035464
20640,0.000013,0.000396,0.046115
20650,0.000012,0.000371,0.035286
20660,0.000030,0.000309,0.034417
20670,0.000028,0.000314,0.034357
20680,0.000050,0.000310,0.037555
20690,0.000013,0.000310,0.035090
20700,0.000011,0.000309,0.034396
20710,0.000012,0.000282,0.036310
20720,0.000011,0.000309,0.035021
20730,0.000012,0.000311,0.040402
20740,0.000012,0.000329,0.036091
20750,0.000029,0.000312,0.035133
20760,0.000012,0.000308,0.034558
20770,0.000013,0.000320,0.034942
20780,0.000012,0.000309,0.039155
20790,0.000013,0.000310,0.035016
20800,0.000012,0.000332,0.035540
20810,0.000012,0.000310,0.035681
20820,0.000032,0.000268,0.039243
20830,0.000015,0.000328,0.035227
20840,0.000011,0.000334,0.035093
20850,0.000026,0.000327,0.034648
20860,0.000014,0.000347,0.035059
20870,0.000035,0.000346,0.037935
20880,0.000014,0.000300,0.035416
20890,0.000011,0.000348,0.035493
20900,0.000045,0.000328,0.036063
20910,0.000014,0.000334,0.035695
20920,0.000012,0.000317,0.038367
20930,0.000013,0.000316,0.035614
20940,0.000011,0.000333,0.035700
20950,0.000011,0.000316,0.035125
20960,0.000012,0.000314,0.034885
20970,0.000013,0.000449,0.037476
20980,0.000010,0.000412,0.035413
20990,0.000013,0.000288,0.036949
21000,0.000013,0.000312,0.035237
21010,0.000013,0.000316,0.038458
21020,0.000029,0.000565,0.036539
21030,0.000012,0.000329,0.035840
21040,0.000013,0.000307,0.035853
21050,0.000029,0.000303,0.036296
21060,0.000027,0.000319,0.038690
21070,0.000011,0.000335,0.035488
21080,0.000031,0.000316,0.035753
21090,0.000014,0.000339,0.035836
21100,0.000017,0.000371,0.035023
21110,0.000012,0.000331,0.038582
21120,0.000013,0.000333,0.037842
21130,0.000026,0.000363,0.035814
21140,0.000027,0.000537,0.036325
21150,0.000013,0.000300,0.038147
21160,0.000010,0.000334,0.038731
21170,0.000015,0.000312,0.036100
21180,0.000022,0.000307,0.035861
21190,0.000011,0.000372,0.036626
21200,0.000012,0.000374,0.043442
21210,0.000017,0.000473,0.038051
21220,0.000028,0.000336,0.036987
21230,0.000012,0.000319,0.035597
21240,0.000029,0.000288,0.037861
21250,0.000012,0.000319,0.037951
21260,0.000013,0.000317,0.035748
21270,0.000014,0.000339,0.037119
21280,0.000013,0.000297,0.036588
21290,0.000013,0.000348,0.038809
21300,0.000012,0.000330,0.037113
21310,0.000029,0.000318,0.036891
21320,0.000013,0.000319,0.035878
21330,0.000012,0.000318,0.035449
21340,0.000013,0.000319,0.039914
21350,0.000030,0.000327,0.037100
21360,0.000033,0.000402,0.036628
21370,0.000029,0.000324,0.036343
21380,0.000018,0.000365,0.040296
21390,0.000016,0.000332,0.038436
21400,0.000012,0.000357,0.036195
21410,0.000013,0.000320,0.036908
21420,0.000014,0.000302,0.037522
21430,0.000012,0.000318,0.041161
21440,0.000012,0.000324,0.036988
21450,0.000012,0.000293,0.037020
21460,0.000031,0.000333,0.035995
21470,0.000014,0.000322,0.038769
21480,0.000013,0.000319,0.039462
21490,0.000012,0.000320,0.036268
21500,0.000012,0.000290,0.036575
21510,0.000013,0.000320,0.036456
21520,0.000012,0.000323,0.043903
21530,0.000014,0.000490,0.037272
21540,0.000050,0.000325,0.037327
21550,0.000016,0.000322,0.037075
21560,0.000012,0.000386,0.038647
21570,0.000013,0.000358,0.039424
21580,0.000017,0.000332,0.037882
21590,0.000012,0.000295,0.037076
21600,0.000012,0.000399,0.037011
21610,0.000013,0.000325,0.041431
21620,0.000013,0.000323,0.036292
21630,0.000013,0.000323,0.036252
21640,0.000012,0.000326,0.037405
21650,0.000014,0.000330,0.036604
21660,0.000012,0.000463,0.039057
21670,0.000012,0.000324,0.036968
21680,0.000012,0.000305,0.037521
21690,0.000013,0.000327,0.037042
21700,0.000011,0.000327,0.040893
21710,0.000013,0.000324,0.038412
21720,0.000012,0.000329,0.037103
21730,0.000013,0.000352,0.036785
21740,0.000013,0.000337,0.037144
21750,0.000013,0.000532,0.040095
21760,0.000035,0.000342,0.039313
21770,0.000013,0.000333,0.037255
21780,0.000028,0.000308,0.036854
21790,0.000013,0.000331,0.041152
21800,0.000012,0.000359,0.038704
21810,0.000027,0.000326,0.038782
21820,0.000011,0.000327,0.038016
21830,0.000026,0.000300,0.039451
21840,0.000013,0.000324,0.041609
21850,0.000019,0.000297,0.037215
21860,0.000012,0.000340,0.037469
21870,0.000012,0.000325,0.037204
21880,0.000013,0.000395,0.039628
21890,0.000011,0.000329,0.038537
21900,0.000014,0.000329,0.037405
21910,0.000011,0.000329,0.037251
21920,0.000013,0.000331,0.037719
21930,0.000016,0.000402,0.041114
21940,0.000013,0.000335,0.037896
21950,0.000029,0.000392,0.037728
21960,0.000029,0.000326,0.037485
21970,0.000012,0.000327,0.042217
21980,0.000013,0.000338,0.038020
21990,0.000012,0.000402,0.038083
22000,0.000012,0.000328,0.038578
22010,0.000011,0.000324,0.040195
22020,0.000016,0.000328,0.039620
22030,0.000014,0.000331,0.038221
22040,0.000013,0.000303,0.038706
22050,0.000013,0.000342,0.038040
22060,0.000012,0.000330,0.043820
22070,0.000012,0.000335,0.038651
22080,0.000028,0.000338,0.038707
22090,0.000012,0.000323,0.037694
22100,0.000013,0.000328,0.041889
22110,0.000012,0.000341,0.038949
22120,0.000028,0.000330,0.037908
22130,0.000012,0.000341,0.038993
22140,0.000013,0.000356,0.038628
22150,0.000014,0.000422,0.050026
22160,0.000028,0.000329,0.038039
22170,0.000013,0.000368,0.038380
22180,0.000012,0.000332,0.039289
22190,0.000013,0.000336,0.042377
22200,0.000013,0.000331,0.037882
22210,0.000012,0.000328,0.038460
22220,0.000013,0.000367,0.038146
22230,0.000012,0.000343,0.044555
22240,0.000013,0.000341,0.038278
22250,0.000011,0.000333,0.038824
22260,0.000031,0.000324,0.038765
22270,0.000012,0.000331,0.040566
22280,0.000011,0.000313,0.049742
22290,0.000012,0.000365,0.039434
22300,0.000027,0.000326,0.038859
22310,0.000013,0.000334,0.039003
22320,0.000017,0.000409,0.042590
22330,0.000012,0.000357,0.038619
22340,0.000013,0.000336,0.039240
22350,0.000029,0.000332,0.038679
22360,0.000013,0.000337,0.043298
22370,0.000016,0.000346,0.038828
22380,0.000011,0.000353,0.038205
22390,0.000012,0.000319,0.038519
22400,0.000013,0.000348,0.040817
22410,0.000013,0.000332,0.040211
22420,0.000013,0.000331,0.039869
22430,0.000013,0.000289,0.038603
22440,0.000013,0.000336,0.039030
22450,0.000013,0.000419,0.044116
22460,0.000017,0.000446,0.041542
22470,0.000019,0.000494,0.040330
22480,0.000031,0.000421,0.039020
22490,0.000010,0.000316,0.043234
22500,0.000015,0.000504,0.041546
22510,0.000012,0.000352,0.039945
22520,0.000012,0.000341,0.039253
22530,0.000012,0.000337,0.042299
22540,0.000012,0.000342,0.039847
22550,0.000012,0.000345,0.040137
22560,0.000012,0.000335,0.040192
22570,0.000017,0.000339,0.042481
22580,0.000013,0.000351,0.039356
22590,0.000012,0.000338,0.039256
22600,0.000013,0.000346,0.039231
22610,0.000013,0.000340,0.038890
22620,0.000014,0.000352,0.041040
22630,0.000013,0.000312,0.041174
22640,0.000012,0.000349,0.039812
22650,0.000013,0.000350,0.039413
22660,0.000012,0.000344,0.047969
22670,0.000013,0.000331,0.040014
22680,0.000013,0.000355,0.040384
22690,0.000013,0.000337,0.039933
22700,0.000013,0.000387,0.043731
22710,0.000012,0.000378,0.040698
22720,0.000012,0.000343,0.040602
22730,0.000029,0.000339,0.039595
22740,0.000013,0.000336,0.042108
22750,0.000013,0.000351,0.042735
22760,0.000013,0.000382,0.040040
22770,0.000012,0.000354,0.040500
22780,0.000027,0.000342,0.041620
22790,0.000012,0.000434,0.041899
22800,0.000011,0.000312,0.040199
22810,0.000025,0.000341,0.040210
22820,0.000014,0.000353,0.040480
22830,0.000013,0.000527,0.042163
22840,0.000012,0.000401,0.039710
22850,0.000013,0.000322,0.040809
22860,0.000012,0.000335,0.040881
22870,0.000026,0.000312,0.049440
22880,0.000012,0.000340,0.039791
22890,0.000013,0.000343,0.040447
22900,0.000013,0.000317,0.040137
22910,0.000014,0.000419,0.044673
22920,0.000012,0.000361,0.039754
22930,0.000012,0.000297,0.040531
22940,0.000013,0.000363,0.040547
22950,0.000013,0.000365,0.044046
22960,0.000012,0.000344,0.040487
22970,0.000012,0.000347,0.041425
22980,0.000014,0.000344,0.041169
22990,0.000013,0.000346,0.045738
23000,0.000014,0.000344,0.041861
23010,0.000013,0.000346,0.040894
23020,0.000012,0.000362,0.040712
23030,0.000013,0.000310,0.043328
23040,0.000014,0.000350,0.043516
23050,0.000031,0.000352,0.042210
23060,0.000013,0.000345,0.040618
23070,0.000013,0.000324,0.040666
23080,0.000038,0.000317,0.042946
23090,0.000014,0.000357,0.040758
23100,0.000012,0.000360,0.041671
23110,0.000013,0.000352,0.041741
23120,0.000013,0.000598,0.044621
23130,0.000028,0.000348,0.041240
23140,0.000026,0.000345,0.040612
23150,0.000013,0.000351,0.040961
23160,0.000012,0.000348,0.044427
23170,0.000013,0.000469,0.040296
23180,0.000018,0.000341,0.041468
23190,0.000012,0.000310,0.042101
23200,0.000030,0.000363,0.045484
23210,0.000013,0.000348,0.042571
23220,0.000012,0.000345,0.041630
23230,0.000013,0.000346,0.041523
23240,0.000012,0.000353,0.044625
23250,0.000015,0.000354,0.042549
23260,0.000016,0.000348,0.042351
23270,0.000027,0.000328,0.041287
23280,0.000013,0.000317,0.046607
23290,0.000013,0.000348,0.041673
23300,0.000011,0.000350,0.041940
23310,0.000013,0.000339,0.041827
23320,0.000014,0.000348,0.047991
23330,0.000013,0.000474,0.049618
23340,0.000013,0.000346,0.042290
23350,0.000014,0.000320,0.041060
23360,0.000029,0.000384,0.044887
23370,0.000013,0.000351,0.045172
23380,0.000011,0.000356,0.041279
23390,0.000014,0.000364,0.041797
23400,0.000013,0.000322,0.047166
23410,0.000012,0.000354,0.042094
23420,0.000012,0.000359,0.042378
23430,0.000012,0.000344,0.042244
23440,0.000012,0.000359,0.045154
23450,0.000012,0.000438,0.041661
23460,0.000012,0.000408,0.041385
23470,0.000013,0.000306,0.041878
23480,0.000013,0.000300,0.047805
23490,0.000011,0.000380,0.041751
23500,0.000025,0.000368,0.043236
23510,0.000013,0.000353,0.041790
23520,0.000013,0.000353,0.046716
23530,0.000013,0.000324,0.042044
23540,0.000013,0.000353,0.041690
23550,0.000014,0.000500,0.042236
23560,0.000013,0.000351,0.045893
23570,0.000016,0.000369,0.043503
23580,0.000012,0.000345,0.043325
23590,0.000013,0.000357,0.042581
23600,0.000013,0.000360,0.044824
23610,0.000013,0.000466,0.053813
23620,0.000033,0.000368,0.042817
23630,0.000030,0.000356,0.042046
23640,0.000029,0.000356,0.048744
23650,0.000014,0.000356,0.044519
23660,0.000013,0.000354,0.043806
23670,0.000012,0.000351,0.042034
23680,0.000013,0.000349,0.045989
23690,0.000013,0.000355,0.045584
23700,0.000014,0.000397,0.042356
23710,0.000012,0.000361,0.042770
23720,0.000013,0.000356,0.047029
23730,0.000014,0.000356,0.042791
23740,0.000020,0.000345,0.044202
23750,0.000012,0.000355,0.042953
23760,0.000013,0.000354,0.047331
23770,0.000031,0.000380,0.042903
23780,0.000034,0.000488,0.044154
23790,0.000034,0.000372,0.042134
23800,0.000012,0.000449,0.046585
23810,0.000013,0.000356,0.043122
23820,0.000027,0.000361,0.043373
23830,0.000012,0.000375,0.044005
23840,0.000013,0.000348,0.046625
23850,0.000013,0.000427,0.042911
23860,0.000012,0.000412,0.043058
23870,0.000013,0.000358,0.044761
23880,0.000012,0.000414,0.047087
23890,0.000013,0.000361,0.043511
23900,0.000013,0.000359,0.043099
23910,0.000012,0.000374,0.049901
23920,0.000013,0.000371,0.043378
23930,0.000012,0.000354,0.044908
23940,0.000013,0.000360,0.042957
23950,0.000014,0.000365,0.047615
23960,0.000013,0.000359,0.044480
23970,0.000014,0.000361,0.044512
23980,0.000027,0.000358,0.042947
23990,0.000013,0.000322,0.047220
24000,0.000017,0.000360,0.043868
24010,0.000012,0.000358,0.044197
24020,0.000013,0.000467,0.043080
24030,0.000013,0.000312,0.049178
24040,0.000012,0.000369,0.043289
24050,0.000012,0.000352,0.043026
24060,0.000014,0.000332,0.043140
24070,0.000030,0.000482,0.046333
24080,0.000027,0.000359,0.043256
24090,0.000041,0.000364,0.044126
24100,0.000013,0.000360,0.043160
24110,0.000015,0.000365,0.046924
24120,0.000012,0.000382,0.043859
24130,0.000014,0.000491,0.044200
24140,0.000013,0.000341,0.044188
24150,0.000012,0.000509,0.048240
24160,0.000011,0.000585,0.044069
24170,0.000013,0.000368,0.044861
24180,0.000013,0.000369,0.045214
24190,0.000012,0.000365,0.045839
24200,0.000012,0.000365,0.044177
24210,0.000011,0.000376,0.044067
24220,0.000013,0.000375,0.045864
24230,0.000011,0.000368,0.046135
24240,0.000012,0.000364,0.043890
24250,0.000013,0.000365,0.044156
24260,0.000012,0.000394,0.049334
24270,0.000013,0.000381,0.048118
24280,0.000012,0.000352,0.043746
24290,0.000012,0.000379,0.044035
24300,0.000012,0.000366,0.049024
24310,0.000011,0.000387,0.044910
24320,0.000013,0.000369,0.044528
24330,0.000013,0.000376,0.044106
24340,0.000013,0.000467,0.046853
24350,0.000010,0.000357,0.045239
24360,0.000031,0.000359,0.044786
24370,0.000011,0.000366,0.043953
24380,0.000012,0.000377,0.054538
24390,0.000011,0.000367,0.047194
24400,0.000014,0.000372,0.044359
24410,0.000012,0.000371,0.045871
24420,0.000012,0.000496,0.046920
24430,0.000032,0.000373,0.045545
24440,0.000013,0.000464,0.052716
24450,0.000011,0.000392,0.050413
24460,0.000013,0.000369,0.044286
24470,0.000013,0.000382,0.044188
24480,0.000013,0.000386,0.043845
24490,0.000012,0.000367,0.054851
24500,0.000014,0.000394,0.044589
24510,0.000013,0.000366,0.046324
24520,0.000014,0.000369,0.044486
24530,0.000012,0.000448,0.050962
24540,0.000027,0.000359,0.045202
24550,0.000033,0.000369,0.044282
24560,0.000014,0.000340,0.047879
24570,0.000012,0.000367,0.045599
24580,0.000012,0.000512,0.045825
24590,0.000012,0.000373,0.044655
24600,0.000013,0.000360,0.048979
24610,0.000012,0.000646,0.045454
24620,0.000028,0.000318,0.044316
24630,0.000017,0.000369,0.044756
24640,0.000018,0.000369,0.050871
24650,0.000032,0.000391,0.044949
24660,0.000011,0.000447,0.045419
24670,0.000014,0.000376,0.045925
24680,0.000020,0.000348,0.047876
24690,0.000032,0.000443,0.045104
24700,0.000021,0.000372,0.044647
24710,0.000021,0.000371,0.048927
24720,0.000012,0.000343,0.047676
24730,0.000011,0.000319,0.046647
24740,0.000014,0.000364,0.044974
24750,0.000014,0.000372,0.052164
24760,0.000012,0.000374,0.045794
24770,0.000012,0.000388,0.044814
24780,0.000030,0.000371,0.045339
24790,0.000013,0.000623,0.050613
24800,0.000020,0.000376,0.047167
24810,0.000012,0.000346,0.046010
24820,0.000029,0.000366,0.051418
24830,0.000012,0.000342,0.047814
24840,0.000012,0.000443,0.045419
24850,0.000024,0.000388,0.044786
24860,0.000011,0.000418,0.048545
24870,0.000011,0.000395,0.046255
24880,0.000012,0.000371,0.045929
24890,0.000027,0.000381,0.046632
24900,0.000012,0.000379,0.050462
24910,0.000013,0.000389,0.045017
24920,0.000011,0.000372,0.045988
24930,0.000012,0.000372,0.047737
24940,0.000013,0.000435,0.048758
24950,0.000015,0.000426,0.046874
24960,0.000013,0.000395,0.046128
24970,0.000013,0.000432,0.049532
24980,0.000010,0.000381,0.047118
24990,0.000013,0.000374,0.047045
25000,0.000013,0.000371,0.046085
25010,0.000014,0.000375,0.050938
25020,0.000013,0.000378,0.046178
25030,0.000012,0.000368,0.045974
25040,0.000013,0.000392,0.047707
25050,0.000013,0.000352,0.047497
25060,0.000010,0.000393,0.046774
25070,0.000010,0.000382,0.045975
25080,0.000013,0.000367,0.049636
25090,0.000013,0.000390,0.046027
25100,0.000012,0.000414,0.046147
25110,0.000031,0.000385,0.046630
25120,0.000012,0.000378,0.050086
25130,0.000027,0.000383,0.046316
25140,0.000014,0.000382,0.046698
25150,0.000012,0.000382,0.046977
25160,0.000013,0.000437,0.048059
25170,0.000013,0.000389,0.047118
25180,0.000012,0.000377,0.046921
25190,0.000014,0.000392,0.047943
25200,0.000012,0.000377,0.048914
25210,0.000013,0.000354,0.047011
25220,0.000012,0.000394,0.045957
25230,0.000013,0.000371,0.054162
25240,0.000035,0.000404,0.046941
25250,0.000013,0.000452,0.047299
25260,0.000012,0.000379,0.049152
25270,0.000012,0.000402,0.058449
25280,0.000012,0.000397,0.047024
25290,0.000033,0.000392,0.045781
25300,0.000031,0.000413,0.050706
